Weapon,Class,Slot,Attachment,Factory Default,Visual Model,Internal Weapon,Internal Attachment
AK4D,Assault Rifle,Muzzle,Sandman-smil Suppressor,,yes,g3a4,sandman-smilsuppressor
AK4D,Assault Rifle,Muzzle,Sfwar Comp,,yes,g3a4,sfwarcomp
AK4D,Assault Rifle,Muzzle,Silentsteelmb,,yes,g3a4,silentsteelmb
AK4D,Assault Rifle,Magazine,Compact Magazine I,,,g3a4,compact1
AK4D,Assault Rifle,Magazine,Compact Magazine II,,,g3a4,compact2
AK4D,Assault Rifle,Magazine,Extended Magazine I,,yes,g3a4,extended1
AK4D,Assault Rifle,Magazine,Fast Mag,,,g3a4,fast
AK4D,Assault Rifle,Magazine,Standard Magazine,yes,yes,g3a4,regular
AK4D,Assault Rifle,Ammo,FMJ,yes,,g3a4,fmj
AK4D,Assault Rifle,Ammo,Frangible,,,g3a4,frangible
AK4D,Assault Rifle,Ammo,Hollow Point,,,g3a4,hollowpoint
AK4D,Assault Rifle,Ammo,Polymer Case,,,g3a4,polymer_case
AK4D,Assault Rifle,Ammo,Tungsten Core,,,g3a4,tungsten
AK4D,Assault Rifle,Bottom Rail,6H64 Vertical,,yes,g3a4,6ch64_vertical
AK4D,Assault Rifle,Bottom Rail,Atlasv8,,yes,g3a4,atlasv8
AK4D,Assault Rifle,Bottom Rail,Bcm Stubby,,yes,g3a4,bcm_stubby
AK4D,Assault Rifle,Bottom Rail,Bt Grip Pod QD,,yes,g3a4,bt_grippod_qd
AK4D,Assault Rifle,Bottom Rail,Fab Tfs,,yes,g3a4,fab_tfs
AK4D,Assault Rifle,Bottom Rail,GPS2,,,g3a4,gps2
AK4D,Assault Rifle,Bottom Rail,Hfga,,yes,g3a4,hfga
AK4D,Assault Rifle,Bottom Rail,Kac Vertical Grip,,yes,g3a4,kac_vertical_grip
AK4D,Assault Rifle,Bottom Rail,Lwrci Vfg,,yes,g3a4,lwrci_vfg
AK4D,Assault Rifle,Bottom Rail,Magpul Afg,,yes,g3a4,magpul_afg
AK4D,Assault Rifle,Bottom Rail,Magpul AFG2,,yes,g3a4,magpul_afg2
AK4D,Assault Rifle,Bottom Rail,Magpul Mvg,,yes,g3a4,magpul_mvg
AK4D,Assault Rifle,Bottom Rail,Msbs A2 Grip,,yes,g3a4,msbs_a2_grip
AK4D,Assault Rifle,Bottom Rail,Qbz Grip Pod,,,g3a4,qbz_grippod
AK4D,Assault Rifle,Bottom Rail,Tango Stubby,,yes,g3a4,tango_stubby
AK4D,Assault Rifle,Bottom Rail,Tangodown Vertical,,yes,g3a4,tangodown_vertical
AK4D,Assault Rifle,Bottom Rail,Troy,,yes,g3a4,troy
AK4D,Assault Rifle,Bottom Rail,Zenitco RK1,,yes,g3a4,zenitco_rk1
AK4D,Assault Rifle,Left Rail,Modulemk3,,yes,g3a4,modulemk3
AK4D,Assault Rifle,Left Rail,Sf300,,,g3a4,sf300
AK4D,Assault Rifle,Left Rail,Tlmissionlight,,yes,g3a4,tlmissionlight
AK4D,Assault Rifle,Right Rail,Anpeq16b,,yes,g3a4,anpeq16b
AK4D,Assault Rifle,Right Rail,Dbal-a3,,yes,g3a4,dbal-a3
AK4D,Assault Rifle,Right Rail,La-23,,yes,g3a4,la-23
AK4D,Assault Rifle,Right Rail,Mepro Sting,,yes,g3a4,mepro_sting
AK4D,Assault Rifle,Right Rail,Perst4,,yes,g3a4,perst4
AK4D,Assault Rifle,Right Rail,Raidxe,,yes,g3a4,raidxe
AK4D,Assault Rifle,Ergonomic,Match Trigger,,,g3a4,matchtrigger
AK4D,Assault Rifle,Ergonomic,Recoil Buffer,,,g3a4,recoilbuffer
M433,Assault Rifle,Scope,A-P2 1.75X,,yes,hk433,acrop2
M433,Assault Rifle,Scope,PAS 35 3.00X,,yes,hk433,anpas35
M433,Assault Rifle,Scope,Baker 3.00X,,yes,hk433,bravo3
M433,Assault Rifle,Scope,BF 2M 2.50X,,,hk433,cod2m
M433,Assault Rifle,Scope,CCO 2.00X,,yes,hk433,compm5b
M433,Assault Rifle,Scope,Mini Flex 1.00X,,yes,hk433,eflxmini
M433,Assault Rifle,Scope,Elcandr,,yes,hk433,elcandr
M433,Assault Rifle,Scope,LDS 4.50X,,yes,hk433,elcanlds
M433,Assault Rifle,Scope,Holosundrsth,,yes,hk433,holosundrsth
M433,Assault Rifle,Scope,Iron Sights,,yes,hk433,iron_sights
M433,Assault Rifle,Scope,Marchffpshorty,,yes,hk433,marchffpshorty
M433,Assault Rifle,Scope,RO-M 1.75X,,yes,hk433,meprom22
M433,Assault Rifle,Scope,Osa-7 1.00X,,yes,hk433,opk7
M433,Assault Rifle,Scope,Pg350,,yes,hk433,pg350
M433,Assault Rifle,Scope,R-MR 1.00X,,yes,hk433,rmr
M433,Assault Rifle,Scope,R4T 2.00X,,yes,hk433,romeo4t
M433,Assault Rifle,Scope,ROX 1.50X,,yes,hk433,romeox
M433,Assault Rifle,Scope,Shieldcqs,,yes,hk433,shieldcqs
M433,Assault Rifle,Scope,Spitfire,,yes,hk433,spitfire
M433,Assault Rifle,Scope,Steinert536,,yes,hk433,steinert536
M433,Assault Rifle,Scope,S-VPS 6.00X,,yes,hk433,tango6t
M433,Assault Rifle,Scope,RO-M 1.75X,,yes,hk433,trijiconmro
M433,Assault Rifle,Scope,Trijiconrco,,yes,hk433,trijiconrco
M433,Assault Rifle,Scope,Trijiconreapir,,yes,hk433,trijiconreapir
M433,Assault Rifle,Scope,SDO 3.50X,,yes,hk433,trijiconsdo
M433,Assault Rifle,Scope,RO-S 1.25X,,yes,hk433,trijiconsro
M433,Assault Rifle,Scope,Trijiconvcog,,yes,hk433,trijiconvcog
M433,Assault Rifle,Scope,3VZR 1.75X,,yes,hk433,vzor3
M433,Assault Rifle,Scope,XPS3,yes,yes,hk433,xps3
M433,Assault Rifle,Secondary Sight,Canted Iron Sights,,yes,hk433,cantedironsights
M433,Assault Rifle,Secondary Sight,Cantedreflex,,yes,hk433,cantedreflex
M433,Assault Rifle,Secondary Sight,G43 Magnifier,,yes,hk433,g43magnifier
M433,Assault Rifle,Secondary Sight,Offsetreddot,,,hk433,offsetreddot
M433,Assault Rifle,Barrel,Basic Barrel,,yes,hk433,basicbarrel
M433,Assault Rifle,Barrel,Extended Barrel,,yes,hk433,extendedbarrel
M433,Assault Rifle,Barrel,Light Barrel,,yes,hk433,lightbarrel
M433,Assault Rifle,Barrel,Short Barrel,yes,yes,hk433,shortbarrel
M433,Assault Rifle,Muzzle,Comp Actstreamer,,yes,hk433,compactstreamer
M433,Assault Rifle,Muzzle,Flash Hider Hk433,yes,yes,hk433,flashhiderhk433
M433,Assault Rifle,Muzzle,Huxmb,,,hk433,huxmb
M433,Assault Rifle,Muzzle,Hx- QD 556,,yes,hk433,hx-qd556
M433,Assault Rifle,Muzzle,Linear Comp,,yes,hk433,kvpmachlinearcomp
M433,Assault Rifle,Muzzle,Rotexv Suppressor,,yes,hk433,rotexvsuppressor
M433,Assault Rifle,Muzzle,Sakoslim Brake,,yes,hk433,sakoslimbrake
M433,Assault Rifle,Muzzle,Sandman-smil Suppressor,,yes,hk433,sandman-smilsuppressor
M433,Assault Rifle,Muzzle,Sfwar Comp,,yes,hk433,sfwarcomp
M433,Assault Rifle,Muzzle,Silentsteelmb,,yes,hk433,silentsteelmb
M433,Assault Rifle,Magazine,Compact Magazine I,,,hk433,compact1
M433,Assault Rifle,Magazine,Compact Magazine II,,,hk433,compact2
M433,Assault Rifle,Magazine,Extended Magazine I,,,hk433,extended1
M433,Assault Rifle,Magazine,Extended Magazine II,,,hk433,extended2
M433,Assault Rifle,Magazine,Extended Fast Mag II,,,hk433,extended2fast
M433,Assault Rifle,Magazine,Fast Mag,,,hk433,fast
M433,Assault Rifle,Magazine,Standard Magazine,yes,yes,hk433,regular
M433,Assault Rifle,Ammo,FMJ,yes,,hk433,fmj
M433,Assault Rifle,Ammo,Frangible,,,hk433,frangible
M433,Assault Rifle,Ammo,Hollow Point,,,hk433,hollowpoint
M433,Assault Rifle,Ammo,Polymer Case,,,hk433,polymer_case
M433,Assault Rifle,Ammo,Tungsten Core,,,hk433,tungsten
M433,Assault Rifle,Bottom Rail,6H64 Vertical,,yes,hk433,6ch64_vertical
M433,Assault Rifle,Bottom Rail,Atlasv8,,yes,hk433,atlasv8
M433,Assault Rifle,Bottom Rail,Bcm Stubby,,yes,hk433,bcm_stubby
M433,Assault Rifle,Bottom Rail,Bt Grip Pod QD,,yes,hk433,bt_grippod_qd
M433,Assault Rifle,Bottom Rail,Fab Tfs,,yes,hk433,fab_tfs
M433,Assault Rifle,Bottom Rail,GPS2,,,hk433,gps2
M433,Assault Rifle,Bottom Rail,Hfga,,yes,hk433,hfga
M433,Assault Rifle,Bottom Rail,Kac Vertical Grip,yes,yes,hk433,kac_vertical_grip
M433,Assault Rifle,Bottom Rail,Lwrci Vfg,,yes,hk433,lwrci_vfg
M433,Assault Rifle,Bottom Rail,Magpul Afg,,yes,hk433,magpul_afg
M433,Assault Rifle,Bottom Rail,Magpul AFG2,,yes,hk433,magpul_afg2
M433,Assault Rifle,Bottom Rail,Magpul Mvg,,yes,hk433,magpul_mvg
M433,Assault Rifle,Bottom Rail,Msbs A2 Grip,,yes,hk433,msbs_a2_grip
M433,Assault Rifle,Bottom Rail,Qbz Grip Pod,,,hk433,qbz_grippod
M433,Assault Rifle,Bottom Rail,Tango Stubby,,yes,hk433,tango_stubby
M433,Assault Rifle,Bottom Rail,Tangodown Vertical,,yes,hk433,tangodown_vertical
M433,Assault Rifle,Bottom Rail,Troy,,yes,hk433,troy
M433,Assault Rifle,Bottom Rail,Ugl Mount,,yes,hk433,ugl_mount
M433,Assault Rifle,Bottom Rail,Zenitco RK1,,yes,hk433,zenitco_rk1
M433,Assault Rifle,Top Rail,Anpeq16b,,yes,hk433,anpeq16b
M433,Assault Rifle,Top Rail,Dbal-a3,,yes,hk433,dbal-a3
M433,Assault Rifle,Top Rail,La-23,,yes,hk433,la-23
M433,Assault Rifle,Top Rail,Mepro Sting,,yes,hk433,mepro_sting
M433,Assault Rifle,Top Rail,Perst4,,yes,hk433,perst4
M433,Assault Rifle,Top Rail,Raidxe,,yes,hk433,raidxe
M433,Assault Rifle,Right Rail,Modulemk3,,yes,hk433,modulemk3
M433,Assault Rifle,Right Rail,Sf300,,,hk433,sf300
M433,Assault Rifle,Right Rail,Tl Missionlight,,yes,hk433,tl_missionlight
M433,Assault Rifle,Ergonomic,Magwell Flare,,,hk433,flaredmagwell
M433,Assault Rifle,Ergonomic,Match Trigger,,,hk433,matchtrigger
L85A3,Assault Rifle,Scope,A-P2 1.75X,,yes,l85a3,acrop2
L85A3,Assault Rifle,Scope,PAS 35 3.00X,,yes,l85a3,anpas35
L85A3,Assault Rifle,Scope,Baker 3.00X,,yes,l85a3,bravo3
L85A3,Assault Rifle,Scope,BF 2M 2.50X,,,l85a3,cod2m
L85A3,Assault Rifle,Scope,CCO 2.00X,,yes,l85a3,compm5b
L85A3,Assault Rifle,Scope,Mini Flex 1.00X,,yes,l85a3,eflxmini
L85A3,Assault Rifle,Scope,Elcandr,,yes,l85a3,elcandr
L85A3,Assault Rifle,Scope,LDS 4.50X,,yes,l85a3,elcanlds
L85A3,Assault Rifle,Scope,Holosundrsth,,yes,l85a3,holosundrsth
L85A3,Assault Rifle,Scope,Iron Sights,,yes,l85a3,iron_sights
L85A3,Assault Rifle,Scope,Marchffpshorty,,yes,l85a3,marchffpshorty
L85A3,Assault Rifle,Scope,RO-M 1.75X,,yes,l85a3,meprom22
L85A3,Assault Rifle,Scope,Osa-7 1.00X,,yes,l85a3,opk7
L85A3,Assault Rifle,Scope,Pg350,,yes,l85a3,pg350
L85A3,Assault Rifle,Scope,R-MR 1.00X,,yes,l85a3,rmr
L85A3,Assault Rifle,Scope,R4T 2.00X,,yes,l85a3,romeo4t
L85A3,Assault Rifle,Scope,ROX 1.50X,,yes,l85a3,romeox
L85A3,Assault Rifle,Scope,Shieldcqs,,yes,l85a3,shieldcqs
L85A3,Assault Rifle,Scope,Spitfire,,yes,l85a3,spitfire
L85A3,Assault Rifle,Scope,Steinert536,,yes,l85a3,steinert536
L85A3,Assault Rifle,Scope,S-VPS 6.00X,,yes,l85a3,tango6t
L85A3,Assault Rifle,Scope,RO-M 1.75X,,yes,l85a3,trijiconmro
L85A3,Assault Rifle,Scope,Trijiconrco,,yes,l85a3,trijiconrco
L85A3,Assault Rifle,Scope,Trijiconreapir,,yes,l85a3,trijiconreapir
L85A3,Assault Rifle,Scope,SDO 3.50X,yes,yes,l85a3,trijiconsdo
L85A3,Assault Rifle,Scope,RO-S 1.25X,,yes,l85a3,trijiconsro
L85A3,Assault Rifle,Scope,Trijiconvcog,,yes,l85a3,trijiconvcog
L85A3,Assault Rifle,Scope,3VZR 1.75X,,yes,l85a3,vzor3
L85A3,Assault Rifle,Scope,XPS3,,yes,l85a3,xps3
L85A3,Assault Rifle,Secondary Sight,Canted Iron Sights,,yes,l85a3,cantedironsights
L85A3,Assault Rifle,Secondary Sight,Cantedreflex,,yes,l85a3,cantedreflex
L85A3,Assault Rifle,Secondary Sight,G43 Magnifier,,yes,l85a3,g43magnifier
L85A3,Assault Rifle,Secondary Sight,Offsetreddot,,,l85a3,offsetreddot
L85A3,Assault Rifle,Barrel,Basic Barrel,yes,yes,l85a3,basicbarrel
L85A3,Assault Rifle,Barrel,Extended Barrel,,yes,l85a3,extendedbarrel
L85A3,Assault Rifle,Barrel,Heavy Barrel,,yes,l85a3,heavybarrel
L85A3,Assault Rifle,Barrel,Heavy Extended Barrel,,yes,l85a3,heavyextendedbarrel
L85A3,Assault Rifle,Barrel,Light Barrel,,yes,l85a3,lightbarrel
L85A3,Assault Rifle,Barrel,Short Barrel,,yes,l85a3,shortbarrel
L85A3,Assault Rifle,Barrel,Treated Barrel,,yes,l85a3,treatedbarrel
L85A3,Assault Rifle,Muzzle,Flash Hider L85a3,yes,yes,l85a3,flashhiderl85a3
L85A3,Assault Rifle,Muzzle,Hx- QD 556,,yes,l85a3,hx-qd556
L85A3,Assault Rifle,Muzzle,Linear Comp,,yes,l85a3,kvpmachlinearcomp
L85A3,Assault Rifle,Muzzle,M4 QD Mams,,yes,l85a3,m4qdmams
L85A3,Assault Rifle,Muzzle,NT4 QD Suppressor,,yes,l85a3,nt4qdsuppressor
L85A3,Assault Rifle,Muzzle,Rotexv Suppressor,,yes,l85a3,rotexvsuppressor
L85A3,Assault Rifle,Muzzle,Rsmicrotactical,,yes,l85a3,rsmicrotactical
L85A3,Assault Rifle,Muzzle,Sfwar Comp,,yes,l85a3,sfwarcomp
L85A3,Assault Rifle,Muzzle,Socommb,,yes,l85a3,socommb
L85A3,Assault Rifle,Muzzle,Socomrc3,,yes,l85a3,socomrc3
L85A3,Assault Rifle,Muzzle,Tionmb58x24,,yes,l85a3,tionmb58x24
L85A3,Assault Rifle,Magazine,Compact Magazine I,,,l85a3,compact1
L85A3,Assault Rifle,Magazine,Compact Magazine II,,,l85a3,compact2
L85A3,Assault Rifle,Magazine,Extended Magazine I,,,l85a3,extended1
L85A3,Assault Rifle,Magazine,Extended Magazine II,,,l85a3,extended2
L85A3,Assault Rifle,Magazine,Extended Fast Mag II,,,l85a3,extended2fast
L85A3,Assault Rifle,Magazine,Extended Magazine III,,,l85a3,extended3
L85A3,Assault Rifle,Magazine,Extended Fast Mag III,,,l85a3,extended3fast
L85A3,Assault Rifle,Magazine,Fast Mag,,,l85a3,fast
L85A3,Assault Rifle,Magazine,Standard Magazine,yes,yes,l85a3,regular
L85A3,Assault Rifle,Ammo,Synthetic Tip,,,l85a3,ballistictip
L85A3,Assault Rifle,Ammo,FMJ,yes,,l85a3,fmj
L85A3,Assault Rifle,Ammo,Frangible,,,l85a3,frangible
L85A3,Assault Rifle,Ammo,Hollow Point,,,l85a3,hollowpoint
L85A3,Assault Rifle,Ammo,Polymer Case,,,l85a3,polymer_case
L85A3,Assault Rifle,Ammo,Tungsten Core,,,l85a3,tungsten
L85A3,Assault Rifle,Bottom Rail,6H64 Vertical,,yes,l85a3,6ch64_vertical
L85A3,Assault Rifle,Bottom Rail,Atlasv8,,yes,l85a3,atlasv8
L85A3,Assault Rifle,Bottom Rail,Bcm Stubby,,yes,l85a3,bcm_stubby
L85A3,Assault Rifle,Bottom Rail,Bt Grip Pod QD,,yes,l85a3,bt_grippod_qd
L85A3,Assault Rifle,Bottom Rail,Fab Tfs,,yes,l85a3,fab_tfs
L85A3,Assault Rifle,Bottom Rail,GPS2,,,l85a3,gps2
L85A3,Assault Rifle,Bottom Rail,Hfga,,yes,l85a3,hfga
L85A3,Assault Rifle,Bottom Rail,Kac Vertical Grip,,yes,l85a3,kac_vertical_grip
L85A3,Assault Rifle,Bottom Rail,Lwrci Vfg,,yes,l85a3,lwrci_vfg
L85A3,Assault Rifle,Bottom Rail,Magpul Afg,,yes,l85a3,magpul_afg
L85A3,Assault Rifle,Bottom Rail,Magpul AFG2,,yes,l85a3,magpul_afg2
L85A3,Assault Rifle,Bottom Rail,Magpul Mvg,,yes,l85a3,magpul_mvg
L85A3,Assault Rifle,Bottom Rail,Msbs A2 Grip,,yes,l85a3,msbs_a2_grip
L85A3,Assault Rifle,Bottom Rail,Qbz Grip Pod,,,l85a3,qbz_grippod
L85A3,Assault Rifle,Bottom Rail,Tango Stubby,,yes,l85a3,tango_stubby
L85A3,Assault Rifle,Bottom Rail,Tangodown Vertical,,yes,l85a3,tangodown_vertical
L85A3,Assault Rifle,Bottom Rail,Troy,,yes,l85a3,troy
L85A3,Assault Rifle,Bottom Rail,Ugl Mount,,yes,l85a3,ugl_mount
L85A3,Assault Rifle,Bottom Rail,Zenitco RK1,,yes,l85a3,zenitco_rk1
L85A3,Assault Rifle,Top Rail,Anpeq16b,,yes,l85a3,anpeq16b
L85A3,Assault Rifle,Top Rail,Dbal-a3,,yes,l85a3,dbal-a3
L85A3,Assault Rifle,Top Rail,La-23,,yes,l85a3,la-23
L85A3,Assault Rifle,Top Rail,Mepro Sting,,yes,l85a3,mepro_sting
L85A3,Assault Rifle,Top Rail,Perst4,,yes,l85a3,perst4
L85A3,Assault Rifle,Top Rail,Raidxe,,yes,l85a3,raidxe
L85A3,Assault Rifle,Right Rail,Modulemk3,,yes,l85a3,modulemk3
L85A3,Assault Rifle,Right Rail,Sf300,,,l85a3,sf300
L85A3,Assault Rifle,Right Rail,Tl Missionlight,,yes,l85a3,tl_missionlight
L85A3,Assault Rifle,Ergonomic,Match Trigger,,,l85a3,matchtrigger
M16A3,Assault Rifle,Scope,A-P2 1.75X,,yes,m16a3,acrop2
M16A3,Assault Rifle,Scope,PAS 35 3.00X,,yes,m16a3,anpas35
M16A3,Assault Rifle,Scope,Baker 3.00X,,yes,m16a3,bravo3
M16A3,Assault Rifle,Scope,BF 2M 2.50X,,,m16a3,cod2m
M16A3,Assault Rifle,Scope,CCO 2.00X,,yes,m16a3,compm5b
M16A3,Assault Rifle,Scope,Mini Flex 1.00X,,yes,m16a3,eflxmini
M16A3,Assault Rifle,Scope,Elcandr,,yes,m16a3,elcandr
M16A3,Assault Rifle,Scope,LDS 4.50X,,yes,m16a3,elcanlds
M16A3,Assault Rifle,Scope,Holosundrsth,,yes,m16a3,holosundrsth
M16A3,Assault Rifle,Scope,Iron Sights,,yes,m16a3,ironsights
M16A3,Assault Rifle,Scope,Iron Sights Usgi,,yes,m16a3,ironsightsusgi
M16A3,Assault Rifle,Scope,RO-M 1.75X,,yes,m16a3,meprom22
M16A3,Assault Rifle,Scope,Osa-7 1.00X,,yes,m16a3,opk7
M16A3,Assault Rifle,Scope,Pg350,,yes,m16a3,pg350
M16A3,Assault Rifle,Scope,R-MR 1.00X,,yes,m16a3,rmr
M16A3,Assault Rifle,Scope,R4T 2.00X,,yes,m16a3,romeo4t
M16A3,Assault Rifle,Scope,ROX 1.50X,,yes,m16a3,romeox
M16A3,Assault Rifle,Scope,Shieldcqs,,yes,m16a3,shieldcqs
M16A3,Assault Rifle,Scope,Spitfire,,yes,m16a3,spitfire
M16A3,Assault Rifle,Scope,Steinert536,,yes,m16a3,steinert536
M16A3,Assault Rifle,Scope,S-VPS 6.00X,,yes,m16a3,tango6t
M16A3,Assault Rifle,Scope,RO-M 1.75X,,yes,m16a3,trijiconmro
M16A3,Assault Rifle,Scope,Trijiconrco,,yes,m16a3,trijiconrco
M16A3,Assault Rifle,Scope,Trijiconreapir,,yes,m16a3,trijiconreapir
M16A3,Assault Rifle,Scope,SDO 3.50X,,yes,m16a3,trijiconsdo
M16A3,Assault Rifle,Scope,RO-S 1.25X,,yes,m16a3,trijiconsro
M16A3,Assault Rifle,Scope,Trijiconvcog,,yes,m16a3,trijiconvcog
M16A3,Assault Rifle,Scope,Vortexm157,,yes,m16a3,vortexm157
M16A3,Assault Rifle,Scope,3VZR 1.75X,,yes,m16a3,vzor3
M16A3,Assault Rifle,Scope,XPS3,yes,yes,m16a3,xps3
M16A3,Assault Rifle,Secondary Sight,Canted Iron Sights,,yes,m16a3,cantedironsights
M16A3,Assault Rifle,Secondary Sight,Cantedreflex,,yes,m16a3,cantedreflex
M16A3,Assault Rifle,Secondary Sight,G43 Magnifier,,yes,m16a3,g43magnifier
M16A3,Assault Rifle,Secondary Sight,Offsetreddot,,,m16a3,offsetreddot
M16A3,Assault Rifle,Barrel,Basic Barrel,,yes,m16a3,basicbarrel
M16A3,Assault Rifle,Barrel,Extended Barrel,yes,yes,m16a3,extendedbarrel
M16A3,Assault Rifle,Barrel,Heavy Barrel,,yes,m16a3,heavybarrel
M16A3,Assault Rifle,Barrel,Heavy Extended Barrel,,yes,m16a3,heavyextendedbarrel
M16A3,Assault Rifle,Barrel,Light Barrel,,yes,m16a3,lightbarrel
M16A3,Assault Rifle,Barrel,Short Barrel,,yes,m16a3,shortbarrel
M16A3,Assault Rifle,Barrel,Treated Barrel,,yes,m16a3,treatedbarrel
M16A3,Assault Rifle,Muzzle,Hx QD Suppressor,,yes,m16a3,hxqdsuppressor
M16A3,Assault Rifle,Muzzle,Kacnt4 QD Suppressor,,yes,m16a3,kacnt4qdsuppressor
M16A3,Assault Rifle,Muzzle,Linear Comp,,yes,m16a3,kvpmachlinearcomp
M16A3,Assault Rifle,Muzzle,M4 QD Flash Hider,yes,yes,m16a3,m4qdflashhider
M16A3,Assault Rifle,Muzzle,M4 QD Mams,,yes,m16a3,m4qdmams
M16A3,Assault Rifle,Muzzle,Rotexv Suppressor,,yes,m16a3,rotexvsuppressor
M16A3,Assault Rifle,Muzzle,Rsmicrotactical,,yes,m16a3,rsmicrotactical
M16A3,Assault Rifle,Muzzle,Sfsocom556mb,,yes,m16a3,sfsocom556mb
M16A3,Assault Rifle,Muzzle,Sfwar Comp,,yes,m16a3,sfwarcomp
M16A3,Assault Rifle,Muzzle,Socom556rc3 Suppressor,,yes,m16a3,socom556rc3suppressor
M16A3,Assault Rifle,Muzzle,Tionmb58x24,,yes,m16a3,tionmb58x24
M16A3,Assault Rifle,Magazine,Compact Magazine I,,,m16a3,compact1
M16A3,Assault Rifle,Magazine,Compact Magazine II,,,m16a3,compact2
M16A3,Assault Rifle,Magazine,Extended Magazine I,,,m16a3,extended1
M16A3,Assault Rifle,Magazine,Extended Magazine II,,,m16a3,extended2
M16A3,Assault Rifle,Magazine,Extended Fast Mag II,,,m16a3,extended2fast
M16A3,Assault Rifle,Magazine,Fast Mag,,,m16a3,fast
M16A3,Assault Rifle,Magazine,Standard Magazine,yes,,m16a3,regular
M16A3,Assault Rifle,Ammo,FMJ,yes,,m16a3,fmj
M16A3,Assault Rifle,Ammo,Frangible,,,m16a3,frangible
M16A3,Assault Rifle,Ammo,Hollow Point,,,m16a3,hollowpoint
M16A3,Assault Rifle,Ammo,Polymer Case,,,m16a3,polymercase
M16A3,Assault Rifle,Ammo,Tungsten Core,,,m16a3,tungsten
M16A3,Assault Rifle,Bottom Rail,6H64 Vertical,,yes,m16a3,6ch64vertical
M16A3,Assault Rifle,Bottom Rail,Bcm Stubby,,yes,m16a3,bcmstubby
M16A3,Assault Rifle,Bottom Rail,Bt Grip Pod QD,,yes,m16a3,btgrippodqd
M16A3,Assault Rifle,Bottom Rail,Fabtfs,,yes,m16a3,fabtfs
M16A3,Assault Rifle,Bottom Rail,GPS2,,,m16a3,gps2
M16A3,Assault Rifle,Bottom Rail,Hfga,,yes,m16a3,hfga
M16A3,Assault Rifle,Bottom Rail,Kac Vertical Grip,,yes,m16a3,kacverticalgrip
M16A3,Assault Rifle,Bottom Rail,Lt706 QD Harris Bipod,,,m16a3,lt706qdharrisbipod
M16A3,Assault Rifle,Bottom Rail,Lwrcivfg,,yes,m16a3,lwrcivfg
M16A3,Assault Rifle,Bottom Rail,Magpulafg,,yes,m16a3,magpulafg
M16A3,Assault Rifle,Bottom Rail,Magpulafg2,,yes,m16a3,magpulafg2
M16A3,Assault Rifle,Bottom Rail,Magpulmvg,,yes,m16a3,magpulmvg
M16A3,Assault Rifle,Bottom Rail,Msbsa2 Grip,,yes,m16a3,msbsa2grip
M16A3,Assault Rifle,Bottom Rail,Qbz Grip Pod,,,m16a3,qbzgrippod
M16A3,Assault Rifle,Bottom Rail,Tangodown Vertical,,yes,m16a3,tangodownvertical
M16A3,Assault Rifle,Bottom Rail,Tango Stubby,,yes,m16a3,tangostubby
M16A3,Assault Rifle,Bottom Rail,Troy,,yes,m16a3,troy
M16A3,Assault Rifle,Bottom Rail,Ugl Mount,,yes,m16a3,uglmount
M16A3,Assault Rifle,Bottom Rail,Zenitcork1,,yes,m16a3,zenitcork1
M16A3,Assault Rifle,Top Rail,Anpeq16b,,yes,m16a3,anpeq16b
M16A3,Assault Rifle,Top Rail,Dbala3,,yes,m16a3,dbala3
M16A3,Assault Rifle,Top Rail,La23peq,,yes,m16a3,la23peq
M16A3,Assault Rifle,Top Rail,Meprosting,,yes,m16a3,meprosting
M16A3,Assault Rifle,Top Rail,Perst4,,yes,m16a3,perst4
M16A3,Assault Rifle,Top Rail,Raidxe,,yes,m16a3,raidxe
M16A3,Assault Rifle,Right Rail,Modulemk3,,yes,m16a3,modulemk3
M16A3,Assault Rifle,Right Rail,Sf300,,,m16a3,sf300
M16A3,Assault Rifle,Right Rail,Tlmissionlight,,yes,m16a3,tlmissionlight
M16A3,Assault Rifle,Ergonomic,Magwell Flare,,,m16a3,flaredmagwell
M16A3,Assault Rifle,Ergonomic,Full Auto Receiver,,,m16a3,fullauto
M16A3,Assault Rifle,Ergonomic,Match Trigger,,,m16a3,matchtrigger
M16A3,Assault Rifle,Ergonomic,Rail Cover,yes,yes,m16a3,railcover
M16A3,Assault Rifle,Ergonomic,Recoil Buffer,,,m16a3,recoilbuffer
SOR 556 MK2,Assault Rifle,Scope,A-P2 1.75X,,yes,scarl,acrop2
SOR 556 MK2,Assault Rifle,Scope,PAS 35 3.00X,,yes,scarl,anpas35
SOR 556 MK2,Assault Rifle,Scope,Baker 3.00X,,yes,scarl,bravo3
SOR 556 MK2,Assault Rifle,Scope,BF 2M 2.50X,,,scarl,cod2m
SOR 556 MK2,Assault Rifle,Scope,CCO 2.00X,,yes,scarl,compm5b
SOR 556 MK2,Assault Rifle,Scope,Mini Flex 1.00X,,yes,scarl,eflxmini
SOR 556 MK2,Assault Rifle,Scope,Elcandr,,yes,scarl,elcandr
SOR 556 MK2,Assault Rifle,Scope,LDS 4.50X,,yes,scarl,elcanlds
SOR 556 MK2,Assault Rifle,Scope,Holosundrsth,,yes,scarl,holosundrsth
SOR 556 MK2,Assault Rifle,Scope,Iron Sights,,,scarl,ironsights
SOR 556 MK2,Assault Rifle,Scope,RO-M 1.75X,,yes,scarl,meprom22
SOR 556 MK2,Assault Rifle,Scope,Osa-7 1.00X,,yes,scarl,opk7
